# Oikeajännite, pieni resistanssi
4,8;8
4,3;7,2
4,2;7
3,9;6,5
3,6;6
# Oikeavirta, pieni resistanssi
4,80;7,00
4,30;6,00
3,90;5,50
3,50;5,00
2,80;4,00
# Oikeajännite, suuri resistanssi
23,00;4,70
20,0;4,00
18,00;3,70
17,00;3,40
15,00;3,00
# Oikeavirta, suuri resistanssi
27,00;4,80
24,00;4,20
22,00;3,80
19,00;3,35
16,00;2,80
#
